2022-06-27 13:33:24.284  INFO 3184 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : Starting QuickfixLmaxMarketDataApplication using Java 17.0.3 on DESKTOP-G1O7DN4 with PID 3184 (D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client\quickfix-client-lmax\quickfix-client-markerdata-lmax\target\classes started by iorch in D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client)
2022-06-27 13:33:24.287  INFO 3184 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : No active profile set, falling back to 1 default profile: "default"
2022-06-27 13:36:55.150  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=21|49=LMXBDM|52=20220627-11:36:55.094|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21348.24|271=5|272=20220627|273=11:36:54.998|269=1|270=21353.27|271=5|10=153|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:36:55.150  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:36:55.150  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=21|49=LMXBDM|52=20220627-11:36:55.094|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21348.24|271=5|272=20220627|273=11:36:54.998|269=1|270=21353.27|271=5|10=153|
2022-06-27 13:36:56.151  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=22|49=LMXBDM|52=20220627-11:36:56.095|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21349.24|271=5|272=20220627|273=11:36:56.057|269=1|270=21353.27|271=5|10=145|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:36:56.151  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:36:56.151  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=22|49=LMXBDM|52=20220627-11:36:56.095|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21349.24|271=5|272=20220627|273=11:36:56.057|269=1|270=21353.27|271=5|10=145|
2022-06-27 13:36:59.956  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=23|49=LMXBDM|52=20220627-11:36:59.898|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21349.24|271=5|272=20220627|273=11:36:59.870|269=1|270=21353.27|271=5|10=166|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:36:59.956  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:36:59.956  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=23|49=LMXBDM|52=20220627-11:36:59.898|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21349.24|271=5|272=20220627|273=11:36:59.870|269=1|270=21353.27|271=5|10=166|
2022-06-27 13:37:00.351  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=24|49=LMXBDM|52=20220627-11:37:00.298|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21346.26|271=5|272=20220627|273=11:37:00.292|269=1|270=21348.26|271=5|10=135|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:00.351  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:00.351  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=24|49=LMXBDM|52=20220627-11:37:00.298|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21346.26|271=5|272=20220627|273=11:37:00.292|269=1|270=21348.26|271=5|10=135|
2022-06-27 13:37:01.459  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=25|49=LMXBDM|52=20220627-11:37:01.399|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21346.76|271=5|272=20220627|273=11:37:01.351|269=1|270=21348.76|271=5|10=146|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:01.459  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:01.459  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=25|49=LMXBDM|52=20220627-11:37:01.399|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21346.76|271=5|272=20220627|273=11:37:01.351|269=1|270=21348.76|271=5|10=146|
2022-06-27 13:37:02.560  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=26|49=LMXBDM|52=20220627-11:37:02.501|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21349.24|271=5|272=20220627|273=11:37:02.410|269=1|270=21353.77|271=5|10=123|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:02.562  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:02.562  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=26|49=LMXBDM|52=20220627-11:37:02.501|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21349.24|271=5|272=20220627|273=11:37:02.410|269=1|270=21353.77|271=5|10=123|
2022-06-27 13:37:03.560  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=27|49=LMXBDM|52=20220627-11:37:03.501|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21346.01|271=5|272=20220627|273=11:37:03.469|269=1|270=21348.01|271=5|10=123|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:03.560  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:03.560  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=27|49=LMXBDM|52=20220627-11:37:03.501|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21346.01|271=5|272=20220627|273=11:37:03.469|269=1|270=21348.01|271=5|10=123|
2022-06-27 13:37:05.660  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=28|49=LMXBDM|52=20220627-11:37:05.602|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.76|271=5|272=20220627|273=11:37:05.586|269=1|270=21347.76|271=5|10=152|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:05.660  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:05.660  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=28|49=LMXBDM|52=20220627-11:37:05.602|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.76|271=5|272=20220627|273=11:37:05.586|269=1|270=21347.76|271=5|10=152|
2022-06-27 13:37:06.765  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=29|49=LMXBDM|52=20220627-11:37:06.703|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:37:06.643|269=1|270=21346.77|271=5|10=146|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:06.766  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:06.766  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=29|49=LMXBDM|52=20220627-11:37:06.703|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.74|271=5|272=20220627|273=11:37:06.643|269=1|270=21346.77|271=5|10=146|
2022-06-27 13:37:06.766  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=58|35=0|34=9|49=jcorderop|52=20220627-11:37:06.766|56=LMXBDM|10=119|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:06.766  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 13:37:07.762  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=30|49=LMXBDM|52=20220627-11:37:07.704|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.51|271=5|272=20220627|273=11:37:07.699|269=1|270=21345.51|271=5|10=139|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:07.762  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:07.762  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=30|49=LMXBDM|52=20220627-11:37:07.704|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.51|271=5|272=20220627|273=11:37:07.699|269=1|270=21345.51|271=5|10=139|
2022-06-27 13:37:08.861  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=31|49=LMXBDM|52=20220627-11:37:08.804|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21341.24|271=5|272=20220627|273=11:37:08.757|269=1|270=21343.77|271=5|10=142|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:08.861  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:08.861  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=31|49=LMXBDM|52=20220627-11:37:08.804|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21341.24|271=5|272=20220627|273=11:37:08.757|269=1|270=21343.77|271=5|10=142|
2022-06-27 13:37:09.965  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=32|49=LMXBDM|52=20220627-11:37:09.905|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.51|271=5|272=20220627|273=11:37:09.816|269=1|270=21345.51|271=5|10=139|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:09.966  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:09.966  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=32|49=LMXBDM|52=20220627-11:37:09.905|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.51|271=5|272=20220627|273=11:37:09.816|269=1|270=21345.51|271=5|10=139|
2022-06-27 13:37:10.960  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=33|49=LMXBDM|52=20220627-11:37:10.905|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.26|271=5|272=20220627|273=11:37:10.875|269=1|270=21345.26|271=5|10=133|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:10.966  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:10.966  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=33|49=LMXBDM|52=20220627-11:37:10.905|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.26|271=5|272=20220627|273=11:37:10.875|269=1|270=21345.26|271=5|10=133|
2022-06-27 13:37:12.061  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=34|49=LMXBDM|52=20220627-11:37:12.006|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.51|271=5|272=20220627|273=11:37:11.934|269=1|270=21345.51|271=5|10=121|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:12.061  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:12.061  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=34|49=LMXBDM|52=20220627-11:37:12.006|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.51|271=5|272=20220627|273=11:37:11.934|269=1|270=21345.51|271=5|10=121|
2022-06-27 13:37:14.160  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=35|49=LMXBDM|52=20220627-11:37:14.107|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.51|271=5|272=20220627|273=11:37:14.049|269=1|270=21346.51|271=5|10=128|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:14.160  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:14.160  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=35|49=LMXBDM|52=20220627-11:37:14.107|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.51|271=5|272=20220627|273=11:37:14.049|269=1|270=21346.51|271=5|10=128|
2022-06-27 13:37:18.370  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=36|49=LMXBDM|52=20220627-11:37:18.310|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.74|271=5|272=20220627|273=11:37:18.282|269=1|270=21352.77|271=5|10=143|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:18.370  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:18.370  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=36|49=LMXBDM|52=20220627-11:37:18.310|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.74|271=5|272=20220627|273=11:37:18.282|269=1|270=21352.77|271=5|10=143|
2022-06-27 13:37:19.469  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=37|49=LMXBDM|52=20220627-11:37:19.411|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.26|271=5|272=20220627|273=11:37:19.341|269=1|270=21347.26|271=5|10=139|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:19.469  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:19.469  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=37|49=LMXBDM|52=20220627-11:37:19.411|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.26|271=5|272=20220627|273=11:37:19.341|269=1|270=21347.26|271=5|10=139|
2022-06-27 13:37:20.472  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=38|49=LMXBDM|52=20220627-11:37:20.411|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.51|271=5|272=20220627|273=11:37:20.400|269=1|270=21346.51|271=5|10=114|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:20.472  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:20.472  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=38|49=LMXBDM|52=20220627-11:37:20.411|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.51|271=5|272=20220627|273=11:37:20.400|269=1|270=21346.51|271=5|10=114|
2022-06-27 13:37:21.572  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=39|49=LMXBDM|52=20220627-11:37:21.513|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.01|271=5|272=20220627|273=11:37:21.459|269=1|270=21346.01|271=5|10=124|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:21.572  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:21.572  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=39|49=LMXBDM|52=20220627-11:37:21.513|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.01|271=5|272=20220627|273=11:37:21.459|269=1|270=21346.01|271=5|10=124|
2022-06-27 13:37:22.674  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=40|49=LMXBDM|52=20220627-11:37:22.614|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.76|271=5|272=20220627|273=11:37:22.518|269=1|270=21346.76|271=5|10=140|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:22.675  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:22.675  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=40|49=LMXBDM|52=20220627-11:37:22.614|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.76|271=5|272=20220627|273=11:37:22.518|269=1|270=21346.76|271=5|10=140|
2022-06-27 13:37:23.670  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=41|49=LMXBDM|52=20220627-11:37:23.615|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.26|271=5|272=20220627|273=11:37:23.576|269=1|270=21345.26|271=5|10=136|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:23.676  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:23.676  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=41|49=LMXBDM|52=20220627-11:37:23.615|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.26|271=5|272=20220627|273=11:37:23.576|269=1|270=21345.26|271=5|10=136|
2022-06-27 13:37:24.776  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=42|49=LMXBDM|52=20220627-11:37:24.715|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.01|271=5|272=20220627|273=11:37:24.635|269=1|270=21346.01|271=5|10=124|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:24.776  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:24.777  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=42|49=LMXBDM|52=20220627-11:37:24.715|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21344.01|271=5|272=20220627|273=11:37:24.635|269=1|270=21346.01|271=5|10=124|
2022-06-27 13:37:28.979  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=171|35=W|34=43|49=LMXBDM|52=20220627-11:37:28.919|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.51|271=5|272=20220627|273=11:37:28.870|269=1|270=21347.51|271=5|10=152|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:37:28.979  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:37:28.979  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=171|35=W|34=43|49=LMXBDM|52=20220627-11:37:28.919|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.51|271=5|272=20220627|273=11:37:28.870|269=1|270=21347.51|271=5|10=152|
